movie_id,director
9272,Joseph Ruben
332979,Ben Younger
10671,George Seaton
14857,David Hollander
15383,Jean-Pierre Melville
104329,Omid Nooshin
16234,Curt Geda
245706,Rupert Goold
985,David Lynch
10330,Mark Waters
10050,Tommy O'Haver
133790,Greg Mottola
15157,Damon Santostefano
342878,Jean-François Richet
298032,Bryan Bockbrader
218778,Miguel Arteta
27265,Albert Brooks
85446,Scott Speer
159128,Jim Mickle
13291,Jeffrey Nachmanoff
10723,Ernest R. Dickerson
192577,Shinji Aramaki
4566,Tony Gilroy
11081,D.J. Caruso
12677,Koldo Serra
8457,Steven Brill
17935,Vladimir Bortko
621,Randal Kleiser
101325,Lawrence Roeck
521,Alfred Hitchcock
8090,Gregory Hoblit
4464,Gary Ross
936,Blake Edwards
1577,Alexander Witt
85870,Florent-Emilio Siri
11661,Christian Carion
73565,Jonathan Teplitzky
73565,Jonathan Teplitzky
187596,Steven Brill
80215,Lisanne Pajot
80215,James Swirsky
3782,Akira Kurosawa
57118,Michael Pavone
18927,Bronwen Hughes
35052,Jordan Scott
2019,John Woo
308024,Patrick Brice
110,Krzysztof Kieślowski
250734,Thomas Vinterberg
14289,Félix Enríquez Alcalá
70667,Joachim Rønning
70667,Espen Sandberg
9602,John Landis
16023,Trey Parker
2977,Julian Jarrold
10537,Oliver Stone
168027,Charles Matthau
64685,Stephen Daldry
10204,Frank Coraci
38408,Greg Berlanti
390054,Fernando Coimbra
9726,Ridley Scott
9471,McG
84348,Joe Swanberg
84348,Matt Bettinelli-Olpin
84348,Glenn McQuaid
84348,Ti West
84348,Adam Wingard
84348,David Bruckner
84348,Tyler Gillett
84348,Justin Martinez
84348,Chad Villella
84348,Radio Silence
1941,Otto Preminger
1537,Roger Michell
16295,John Singleton
257874,Ben Ketai
10022,Adam Shankman
34672,Robert Vince
4351,Gregory Nava
52015,Jim Mickle
81836,Woody Allen
11519,Steven Spielberg
12920,John Gatins
10837,Bob Hathcock
9293,Betty Thomas
9373,Marcus Nispel
208869,Julian Gilbey
10388,Steven Soderbergh
10366,Mic Rodgers
3114,John Ford
52036,Robert Altman
22797,Neil Jordan
17381,Brian Trenchard-Smith
10768,Graham Baker
6071,Barbet Schroeder
335077,Simon Hung
451644,Patrik Syversen
11470,James Isaac
37269,Gil Junger
30421,Ching Siu-Tung
11503,Wes Craven
239877,Pif
9671,Peter Faiman
13205,Brian Pimental
18759,Tim Iacofano
768,Albert Hughes
768,Allen Hughes
80767,David Gelb
286875,Robert Connolly
352161,Pablo Trapero
109689,Fernando González Molina
9801,Beeban Kidron
50204,John Landis
1398,Andrei Tarkovsky
56590,Sam Liu
222649,Jon Stewart
36970,Jacques Perrin
36970,Jacques Cluzaud
16180,John Hough
10176,Geoff Murphy
340485,Andrea Arnold
1576,Paul W.S. Anderson
11379,W.D. Richter
10292,Mary Lambert
44945,David Schwimmer
8277,Andrew Waller
34151,Mark Herman
33689,Andy Tennant
9973,Robert Vince
2107,Mick Jackson
19592,Alex Turner
13321,Alfred Hitchcock
18913,Alan Alda
8923,Lexi Alexander
11450,Robert Redford
348677,Mads Matthiesen
10572,Louis-Pascal Couvelaire
531,Nick Park
17609,Lars von Trier
9820,Nancy Meyers
25898,Charley Rogers
25898,Gus Meins
2976,Adam Shankman
34205,Mary Lambert
104,Tom Tykwer
75629,Hideaki Anno
75629,Masayuki
75629,Kazuya Tsurumaki
59108,Brett Ratner
8333,Joseph Sargent
137409,Sunny Luk Kim-Ching
137409,Longmond Leung Lok-Man
1947,Lasse Hallström
49683,Robert Mulligan
22787,Dominic Sena
127493,Simon West
58699,Evan Glodell
15493,Timo Vuorensola
12448,Bradley Raymond
4107,Paul Greengrass
6435,Griffin Dunne
26583,Keoni Waxman
200511,Jay Martin
415086,Kip Andersen
415086,Keegan Kuhn
14506,Terry Gilliam
244610,Zachary Donohue
8965,Toby Shelton
8965,Victor Cook
8965,Tad Stones
68684,Joseph Kahn
19483,Jack Arnold
9033,Greg Spence
11153,Harold Ramis
61341,Billy O'Brien
19209,Jeff Bleckner
5470,Graham Baker
172533,Joe Swanberg
11045,Tim Story
20298,Roy William Neill
10955,Liliana Cavani
10283,Rob Hedden
251516,David Sandberg
77877,Scott Hicks
57165,Jonathan Liebesman
321741,Peter Landesman
1125,Bill Condon
340,Liev Schreiber
2642,Marc Lawrence
17831,Jack Conway
1579,Mel Gibson
14365,Chen Kaige
21435,Patrice Leconte
250388,Uwe Boll
217316,Paul Crowder
19101,Alfonso Cuarón
243935,Raymond De Felitta
11778,Michael Cimino
49517,Tomas Alfredson
8832,Paolo Sorrentino
13687,Stephen Surjik
8290,Gérard Oury
17483,Jonah Markowitz
14283,François Girard
79699,Michael F. Sears
21868,Bruce Beresford
291356,Ti West
12153,Keenen Ivory Wayans
35371,David Winters
60631,Jerry Schatzberg
196024,Mikkel Nørgaard
13018,Marcel Langenegger
86467,Nick Ormerod
86467,Declan Donnellan
34574,Michael Almereyda
15196,Jonathan Lynn
5902,Richard Attenborough
27452,Robert Siodmak
8665,Kathryn Bigelow
19971,Nicolas Gessner
86820,Abel Ferrara
9539,Pascal Laugier
16723,Francine McDougall
9385,René Goscinny
9385,Albert Uderzo
9385,Henri Gruel
9385,Pierre Watrin
13909,John Ford
26332,James William Guercio
366924,Jay Oliva
366924,Jay Oliva
441,Michel Gondry
175574,Jimmy Hayward
13969,Forest Whitaker
10294,Nimród Antal
9711,Brad Turner
31935,Robert Aldrich
355277,Lu Chuan
22345,Bob Clark
18274,George McCowan
5336,Pier Paolo Pasolini
42664,Franklin J. Schaffner
186971,Arnaud des Pallières
47354,Richard J. Lewis
28029,Tony Goldwyn
1713,Spike Lee
651,Robert Altman
392794,Stéphanie Di Giusto
11015,Peter Hyams
28313,Stephen Gyllenhaal
33641,Mark A.Z. Dippé
10353,Jean-Marie Poiré
44857,John Duigan
253235,Rob Reiner
21427,Francis Veber
57353,John Stockwell
6171,Lawrence Kasdan
11400,Terrence Malick
2297,Steven Soderbergh
103332,Jonathan Dayton
103332,Valerie Faris
390734,Takeshi Nozue
613,Oliver Hirschbiegel
73723,Kyle Balda
73723,Chris Renaud
547,Robert Redford
1901,Paul Weitz
11006,Hal Needham
79694,Todd Lincoln 
3875,Susanne Bier
9833,Joel Schumacher
39486,Randall Wallace
9929,René Goscinny
9929,Albert Uderzo
9929,Lee Payant
1904,Rob Marshall
13417,Saul Blinkoff
13417,Elliot M. Bour
13417,Robin Steele
93828,Eran Creevy
78546,Alberto De Martino
42684,Colin Strause
42684,Greg Strause
20453,Rajkumar Hirani
20857,Brian Robbins
6589,Frederik Du Chau
21385,Donovan Cook
44716,Susanne Bier
63700,Bruce McDonald
47327,Patrick Lussier
10481,Kevin Lima
11452,Walt Becker
10376,Giuseppe Tornatore
2330,Gérard Pirès
16372,Jack Clayton
9757,Brian Robbins
8328,Jon M. Chu
1653,Walter Salles
11101,Joseph Vilsmaier
72213,Alex Kendrick
13702,John Waters
50837,Sean Durkin
140,Pedro Almodóvar
86837,Michael Haneke
14400,Jérôme Salle
75948,Ching Siu-Tung
66,Clint Eastwood
7873,David Ayer
10017,Mike Marvin
7457,Nick Cassavetes
9631,F. Gary Gray
11024,Raja Gosnell
9090,Beeban Kidron
395982,Alice Lowe
11128,Jay Russell
55787,Francis Lawrence
25183,Nicholas Jasenovec
15373,David Wain
1885,John G. Avildsen
11114,Don Chaffey
14347,Stanley Donen
204,Henri-Georges Clouzot
18162,Brad Silberling
11827,Gerald Potterton
15556,Irwin Winkler
45793,Arthur Hiller
2140,Chris Nahon
37749,Richard Brooks
8885,Ari Folman
38981,Linda Feferman
14282,Yoshiaki Kawajiri
290762,Catherine Hardwicke
9535,Harold Ramis
17501,Farhan Akhtar
9460,Daniel Lee
347123,Jay Roach
8357,William Arntz
8357,Betsy Chasse
16520,Walter Lang
12101,Richard Fleischer
1714,François Truffaut
12914,Martin Wood
366514,Laurent Tirard
15006,Alison Eastwood
47423,John Woo
1421,François Truffaut
11565,John Whitesell
16080,James K. Jones
139463,Charles Sturridge
530,Nick Park
250766,Steve James
11838,Takashi Shimizu
268321,Martin Weisz
4520,Kenneth Branagh
73933,Jesse T. Cook
123362,Juan Carlos Medina
97434,Michael Hoffman
4517,Shekhar Kapur
27972,Edmund Goulding
31200,Michael Apted
21788,Nicolas Bary
304372,David M. Rosenthal
29453,Ingmar Bergman
586,Barry Levinson
9501,Christophe Gans
336845,Alex Kalymnios
9067,Rachel Talalay
139455,Steven C. Miller
37636,Lisa Cholodenko
109443,Adam McKay
16617,Renny Harlin
112949,Lasse Hallström
9960,Peter Brook
146015,Richard Ayoade
4995,Paul Thomas Anderson
48034,Guillaume Canet
10045,Pierre Morel
11194,Kevin Macdonald
20139,William Wyler
16146,Don Coscarelli
21705,Kallan Kagan
21705,Eric Fogel
13973,Clark Gregg
32395,Shana Feste
11016,John Huston
1058,Jim McBride
75345,Mark Pellington
9894,Ben Stiller
13673,Joe Roth
31674,Joel Schumacher
20755,Bill Bannerman
11349,J. Lee Thompson
77953,Jay Roach
417489,Alain Desrochers
218836,Roberts Gannaway
283227,Alan Rickman
6522,Ted Demme
184098,Tim Story
26290,Sandra Goldbacher
277399,Alessandro Capone
43347,Edward Zwick
9073,Dwight H. Little
15171,Charles A. Nichols
15171,Iwao Takamoto
14469,Julien Temple
2001,James Gray
22828,David Mamet
61178,Robert Benton
9369,Gerhard Hahn
17894,Ken Kwapis
4518,Shekhar Kapur
149871,Isao Takahata
38745,Rob Letterman
371560,Nicolas Pesce
23148,Sidney J. Furie
38322,John Whitesell
27444,Jonathan Teplitzky
84188,Craig Zobel
301608,Benjamin Brewer
301608,Alex Brewer
20941,Luis Mandoki
215931,Aron Gaudet
215931,Gita Pullapilly
10488,Jennifer Flackett
10488,Mark Levin
10228,Michael Haigney
10228,Kunihiko Yuyama
9434,George Armitage
13465,James Algar
13465,Clyde Geronimi
13465,Jack Kinney
12599,Michael Haigney
12599,Kunihiko Yuyama
20637,Henry Bromell
16182,Herbert Wise
26503,Lucio Fulci
8080,E. Elias Merhige
11934,Joel Coen
290825,Kevin Smith
10649,James Fargo
334538,Patricia Rozema
12106,Sam Raimi
266,Jean-Luc Godard
884,David Cronenberg
31117,Bob Clark
382597,Dany Boon
15907,Carroll Ballard
126337,Brent McCorkle
11644,Brian De Palma
9636,Tim Hunter
10160,Stephen Hopkins
323676,Ben Falcone
10208,Tim Hill
25113,Alan Alda
26865,Joseph Losey
26865,Leslie Norman
35838,Luis Buñuel
968,Sidney Lumet
37431,Frank A. Cappello
11520,Donald Petrie
19344,Katherine Brooks
319888,Dexter Fletcher
319888,Dexter Fletcher
339984,Patricia Riggen
8469,John Landis
201765,Javier Ruiz Caldera
46829,Richard J. Lewis
19133,James Frawley
1450,Chris Nahon
18975,Steve Barron
21334,Majid Majidi
3291,George Clooney
14510,Stuart Gordon
18443,Jeffery Scott Lando
9665,Edward Zwick
12478,Blake Edwards
25768,Buster Keaton
25768,Charles Reisner
7450,Gary Goldman
7450,Don Bluth
51481,Melanie Mayron
31414,Béla Tarr
299245,Travis Cluff
299245,Chris Lofing
9331,Phillip Noyce
44564,Ron Howard
19259,Nicholas Meyer
177494,Rob Thomas
9618,Andrei Konchalovsky
9618,Albert Magnoli
48781,Peter Hall
2075,John Huston
1294,Chris Kraus
11018,Michael Cimino
1485,Mike Hodges
59722,Trey Stokes
59722,Travis Fort
10323,Desmond Davis
138,Tod Browning
31867,Miguel Sapochnik
85449,Julie Delpy
14474,Billy Kent
8880,Steven Soderbergh
3177,Kenta Fukasaku
3177,Kinji Fukasaku
322125,Yann Gozlan
81894,William Olsen
94551,Irving Rapper
9570,Gary Nelson
13220,Toby Wilkins
24163,Wong Kar-wai
379,Joel Coen
8914,Renny Harlin
2669,Roger Donaldson
97367,Derek Cianfrance
1644,George Sluizer
24150,Rob Zombie
20511,Sebastián Cordero
255157,Philip Martin
3512,Geoff Murphy
11374,Ron Howard
26715,Rick Jacobson
14898,Ole Bornedal
27066,Tinto Brass
180314,Shane Salerno
50014,Tate Taylor
18925,Alex Kendrick
9885,Greg McLean
254473,Camille Delamarre
4437,Peter Hyams
18543,Roland Mesa
10632,William Friedkin
9988,Jay Chandrasekhar
23173,Jon Wright
82687,Anne Fletcher
25941,Daniel Barber
13008,Tommy O'Haver
13225,Bill Kroyer
38225,William Dear
14527,William Phillips
8224,Joel Schumacher
84288,Kirby Dick
237710,Nisha Ganatra
14547,C.B. Harding
11259,Ron Howard
11797,Tom Holland
10013,Francis Ford Coppola
19204,Lucio Fulci
191566,Sarah Siegel-Magness
6038,David Dobkin
5919,John Guillermin
36351,Paul Schrader
19157,Valerie Breiman
38843,Elizabeth Allen Rosenbaum
32856,Garry Marshall
1249,Allen Coulter
8338,Fernando Meirelles
17952,Ron Underwood
338964,Mark Waters
3640,Sandra Nettelbeck
5551,Clint Eastwood
10030,Mark Helfrich
18476,Jonas Åkerlund
12100,John Woo
160704,Ryoo Seung-wan
90122,Michael Knowles
77016,David Ayer
13074,Rod Lurie
18190,Nicholas Kazan
20115,Dario Argento
11646,Peter Weir
76493,Larry Charles
259072,Valeri Milev
32043,William Friedkin
16005,Neil Burger
29343,Barbara Peeters
11663,Alan Parker
17741,Stephen Woolley
14554,John Sturges
9075,Paul Verhoeven
1909,Jeremy Leven
14684,Robert Mandel
28304,Anthony Mann
713,Jane Campion
15139,Joe Johnston
15139,Pixote Hunt
15139,Maurice Hunt
653,F.W. Murnau
10142,Brian De Palma
7304,Wayne Kramer
18892,Darren Stein
3603,Jonathan King
30197,Mel Brooks
9948,Jim Kammerud
25195,Anand Tucker
26123,John Putch
32093,Rouben Mamoulian
5765,Carl Schenkel
9096,John McTiernan
17464,Sam Firstenberg
119431,Stewart Hendler
50787,Jeff McQueen
14249,Tony Scott
43804,Fritz Lang
2269,Timur Bekmambetov
12151,Jim Abrahams
12151,David Zucker
12151,Jerry Zucker
137145,Levan Bakhia
137145,Beqa Jguburia
24965,George Stevens
12242,Darrell Rooney
12242,Lynne Southerland
3432,Bruce A. Evans
11132,Sara Sugarman
10476,Craig Brewer
71688,Phyllida Lloyd
10641,Joan Chen
479,John Singleton
326,David R. Ellis
373072,David Farrier
373072,Dylan Reeve
249266,Joel Surnow
8689,Ruggero Deodato
3597,Jim Gillespie
286548,Wych Kaosayananda
10474,Scott Kalvert
87093,Tim Burton
133446,Richard Gabai
339547,Yoav Paz
339547,Doron Paz
339547,Yoav Paz
339547,Doron Paz
9964,Peter Jackson
15598,Lewis Gilbert
10776,Frank Oz
38541,Xavier Gens
7984,Jim Sheridan
14044,Feng Xiaogang
11230,Yuen Woo-ping
403867,Sanjay Gupta
11386,Neil Jordan
258893,Brandon Vietti
4550,Park Chan-wook
301671,Kiran Ramsay
213556,Dick Clement
213556,Ian La Frenais
245698,Edward Zwick
546,Duncan Tucker
12149,Bill Paxton
18502,Larry Cohen
157099,Geoff Moore
157099,David Posamentier
323373,Jason Lei Howden
13258,Garth Jennings
10973,Jack Arnold
16052,Gregory Nava
10015,Clint Eastwood
26388,Rodrigo Cortés
166076,James Tucker
41436,Tod Williams
9880,Garry Marshall
329440,Jason Zada
329440,Jason Zada
14423,David E. Talbert
164251,Susanne Bier
16642,Terrence Malick
81446,Barry Battles
11297,Jang Joon-hwan
31388,John Murlowski
347945,Jacob Gentry
58244,Juan Diego Solanas
264656,Tommy Lee Jones
13396,Jimmy T. Murakami
13396,Dianne Jackson
9011,Patrick Lussier
9745,Troy Miller
4516,Patrice Leconte
10870,Philippe Haïm
38407,Mikael Håfström
10861,Ringo Lam
21185,Ken Kwapis
280690,Sajid Nadiadwala
293299,Patrick Osborne
38117,Daniel Barnz
11169,David Mamet
11007,Shawn Levy
13280,Harvey Glazer
137321,Akiva Goldsman
27352,Aaron Norris
6620,Billy Wilder
226486,Ben Falcone
294016,Jay Roach
51162,Stephen Anderson
51162,Don Hall
14750,Mel Damski
257440,Peter Billingsley
284296,Chris Rock
92493,Nathan Morlando
42617,Gillo Pontecorvo
24525,Anthony Drazan
21143,Steve Sekely
21143,Freddie Francis
39939,Jay Chandrasekhar
241843,Cary Murnion
241843,Jonathan Milott
9291,Peter Segal
1389,Steven Soderbergh
25501,James Foley
10133,Vincenzo Natali
8494,Robert Klane
8194,Dito Montiel
8736,Olivier Van Hoofstadt
34433,Shigeyasu Yamauchi
11966,Kenneth Johnson
206563,Stephen Daldry
49020,Richard Ayoade
21355,Billy Bob Thornton
11887,Kenny Ortega
103328,Leos Carax
26337,John Bailey
119675,Steven Soderbergh
2453,Simon Wincer
850,Bob Clark
11517,Joseph Ruben
15247,Sidney J. Furie
40688,Steve Boyum
20312,Bob Gale
70587,Robert Vince
1406,Ron Underwood
32823,Nicholas Stoller
392572,Tinu Suresh Desai
21055,Julie Davis
11447,Nanni Moretti
909,Vincente Minnelli
83564,Enrico Casarosa
354979,Paul Schrader
185341,Jaume Balagueró
23303,Maurice Phillips
244509,Jim Mickle
27145,Éric Rohmer
11687,Jean-Marie Poiré
169068,Brad Leong
169068,Brad Leong
19127,Dick Clement
24438,Marc Lawrence
83770,Walter Salles
3037,Christian Petzold
109431,Seth Gordon
393559,Claude Barras
42941,Ben Ketai
16342,Tom Shankland
52208,Joseph Guzman
333385,Paco Cabezas
12500,Sam Firstenberg
2189,Herb Freed
60041,Michael Radford
13061,Jim Capobianco
1440,Todd Field
52449,Jake Kasdan
15384,John Woo
12589,John A. Davis
10705,Kenneth Branagh
15359,Lauren Montgomery
258086,Víctor García
109584,Rufus Norris
12912,Marcos Siega
702,Elia Kazan
28528,Mark Robson
425134,Ken Marino
427342,Kim Druzhinin
427342,Andrey Shalopa
13721,Art Camacho
12524,Julie Taymor
299588,Graeme Campbell
299,Lewis Milestone
248705,Jean-Marie Poiré
13491,Peter Flinth
8208,Alfred Hitchcock
23159,George Stevens
127521,Ernie Barbarash
30508,Hannes Stöhr
7303,Wayne Wang
257088,Ericson Core
14919,Bruce Timm
14919,Eric Radomski
635,Alan Parker
9503,Sönke Wortmann
468,Gus Van Sant
340402,David E. Talbert
10327,Charles Herman-Wurmfeld
82450,Kathrine Windfeld
77883,Ole Bornedal
27094,Bob Fosse
1408,Renny Harlin
309581,Charles Stone III
662,Chris Marker
751,George Pollock
37056,Gary Winick
10995,Jean-Jacques Annaud
11897,John Ford
11897,George Marshall
11897,Henry Hathaway
11897,Richard Thorpe
13159,Garry Marshall
59457,Benedek Fliegauf
39013,Debra Granik
16130,Michel Hazanavicius
16130,Dominique Mezerette
10974,Jackie Chan
10974,Eric Tsang
105531,Bradley Rust Gray
375798,James Huth
34308,Mick Davis
27579,Anton Corbijn
198,Ernst Lubitsch
34766,Kenneth Johnson
13310,Tomas Alfredson
8074,Jean-Luc Godard
12770,Bruce McCulloch
2817,Alain Resnais
25557,Stuart Orme
38542,J Blakeson
76494,Kirk Jones
20718,Jon Sherman
147,François Truffaut
30014,Fritz Lang
4929,Ted Post
11710,Werner Herzog
13809,Guy Ritchie
11165,Richard Fleischer
11165,Kinji Fukasaku
11165,Toshio Masuda
750,George Pollock
16237,Michael Chang
16237,Ben Jones
16237,Matt Youngberg
11841,Liu Chia-Liang
192132,Gia Coppola
1608,Maria Giese
10329,Frank Marshall
19661,Edward Dmytryk
4141,Michael Davis
11355,Raja Gosnell
14834,Bill Duke
25389,Joe Dante
1649,Peter Hewitt
37786,Michael Patrick King
12714,John Hughes
82696,David Frankel
10115,Jessica Bendinger
168903,Owen Hurley
70436,James McTeigue
16096,George Jackson
16096,Doug McHenry
31306,Antonio Banderas
430365,Philippe de Chauveron
8265,Dany Boon
8265,Nicolas Guy
115348,Robert Luketic
1580,Alfred Hitchcock
396810,Mark Pellington
50321,Simon Wells
9605,Barbet Schroeder
347201,Hiroyuki Yamashita
347201,Hiroyuki Yamashita
11047,Ray Goossens
145220,James Bobin
191619,Larry Fessenden
18680,Abel Ferrara
9619,Roger Donaldson
119738,John Whitesell
17845,Erik Van Looy
61667,Nanni Moretti
413658,Matthias Hoene
10951,Vincent Kok
14367,Chris Columbus
38753,Mitch Glazer
11167,Michael Powell
2487,Toshiya Fujita
16258,Seth Grossman
1920,Gerd Oswald
65291,Lauren Montgomery
65291,Jay Oliva
65291,Christopher Berkeley
126319,Stéphane Aubier
126319,Vincent Patar
126319,Benjamin Renner
18030,Robert Aldrich
16113,Menahem Golan
86825,Park Chan-wook
17663,Kevin Sullivan
15674,Tibor Takács
204349,Eric England
6575,Jake Kasdan
411405,E.L. Katz
25598,Sean Penn
435473,Timothy Woodward Jr.
9513,Tim Hill
244088,Paolo Virzì
21345,Lu Chuan
76617,John Luessenhop
8545,Mark Herman
23908,Keith Gordon
12193,Seth Gordon
2322,Phil Alden Robinson
16307,Robin Hardy
376570,Mike Flanagan
40829,Chen Chi-Hwa
10778,Joel Coen
1847,Robert Altman
158,Thomas Jahn
3716,Fatih Akin
123109,Ryûhei Kitamura
139519,Sebastián Silva
14588,W.S. Van Dyke
13189,Clive Donner
86703,Christopher Ray
140420,John Kahrs
9607,Annabel Jankel
9607,Rocky Morton
323262,Kevin Smith
323262,Scott Stewart
323262,Kevin Kolsch
323262,Gary Shore
323262,Sarah Adina Smith
323262,Dennis Widmyer
323262,Anthony Scott Burns
8217,Woody Allen
23049,Donald Petrie
11172,Marc Lawrence
11232,James Mangold
24429,William Friedkin
11455,Lou Adler
11152,Carter Smith
234,Robert Wiene
12705,Hal Needham
504,Patty Jenkins
13531,Allan Moyle
13166,Tom Green
16366,Rob LaDuca
16366,Robert C. Ramirez
6878,Duwayne Dunham
11327,Alan Parker
35017,Phil Karlson
243568,Nick Gomez
5653,Eric Till
8617,Nelson McCormick
760,Gérard Oury
2665,Ken Finkleman
279828,Rodrigo García
10448,Kevin Reynolds
11387,Richard Brooks
73194,John Ford
9441,Chris Columbus
11978,"George Tillman, Jr."
97795,Carles Torrens
68430,Mary Agnes Donoghue
9569,Bruce Malmuth
272602,Sean Mullin
48492,Tsui Hark
17335,Steve Shill
45156,Nicole Kassell
759,Howard Hawks
9451,Alexander Payne
8868,Gaëtan Brizzi
8868,Paul Brizzi
13022,Greg McLean
4762,Volker Schlöndorff
4762,Margarethe von Trotta
30237,Martha Fiennes
447113,Avgousta Zourelidi
25074,Jackie Chan
305638,Kenneth Kainz
11353,Frank Oz
32331,Steven Kampmann
32331,William Porter
6935,Ariel Zeitoun
6935,Julien Seri
31179,Michael Pate
89237,Rebecca Thomas
255268,Craig Moss
9488,Robert Rodriguez
28498,Douglas Hickox
10066,Jaume Collet-Serra
8398,Dave Meyers
13925,John Lasseter
154,Nicholas Meyer
41478,Mario Van Peebles
399790,Jonathan Teplitzky
844,Wong Kar-wai
17899,Alfonso Albacete
17899,David Menkes
2122,Howard Deutch
14337,Shane Carruth
218329,Damian Lee
391757,Michael Jai White
14821,John Hough
31906,Don Siegel
102362,Niels Arden Oplev
109513,Dax Shepard
109513,David Palmer
12238,Mark Pavia
68924,Ang Lee
309886,Jean-François Richet
56405,Abdellatif Kechiche
72431,Anthony Hemingway
9406,Anthony Waller
10860,Herbert Ross
20334,Ernst Lubitsch
284537,Shira Piven
2054,Stephen Herek
26899,Michael Burke
12311,Frank Lloyd
410199,Tony Elliott
17097,Eric Amadio
7459,Lilly Wachowski
7459,Lana Wachowski
11628,Fatih Akin
373546,Philippe Falardeau
45958,Alejandro González Iñárritu
59468,Emilio Estevez
71670,Scott Spiegel
228245,Stuart Connelly
207769,Blair Erickson
13382,Larry Roemer
62255,Ian Sharp
48171,Mikael Håfström
4977,Satoshi Kon
18189,John Asher
10153,Barry Levinson
28005,Mira Nair
31392,Fritz Böttger
11384,John Badham
3080,Mark Sandrich
10981,Vincenzo Natali
13552,Gregg Araki
23631,Robert Rodriguez
23631,Ethan Maniquis
17035,Michael Traeger
4478,Adrian Lyne
9423,John Bruno
293633,Ryan Phillippe
12079,Jonas Åkerlund
53905,Randall Miller
84306,Josh Radnor
198287,John Huddles
77234,Kasper Barfoed
13934,John Lasseter
13934,Dan Scanlon
9299,Alejandro Amenábar
14503,James Ryan
25846,Giuseppe Tornatore
13788,David S. Goyer
18172,Michael Chapman
36290,Stuart Gillard
273895,Ava DuVernay
11649,Gary Goddard
8769,John Carpenter
19059,Charley Stadler
45408,James Glickenhaus
89455,Fernando Meirelles
11171,Gregg Araki
11718,Paul Flaherty
2959,Ken Kwapis
9641,Adam Shankman
12118,Jerry Paris
4808,Stanley Donen
39210,Sofia Coppola
13284,Walter P. Martishius
38842,George Gallo
14126,David Elliot
14126,Tomm Coker
13389,Jon Avnet
44040,John Erick Dowdle
38980,Art Linson
77459,Bibo Bergeron
13595,Michael Lehmann
38318,Nikita Mikhalkov
179826,Stephen Sommers
184125,Uwe Boll
166666,Sherry Hormann
38684,Cary Fukunaga
11229,Matthew Bright
23082,Ricky Gervais
23082,Matthew Robinson
16972,Robert Aldrich
419639,Michael J. Gallagher
13394,Gary Trousdale
129139,Maggie Carey
252178,Yann Demange
8851,Irvin S. Yeaworth Jr.
10107,Todd Holland
391698,Ron Howard
431093,Catalina Aguilar Mastretta
986,Orson Welles
13483,Joby Harold
13509,Fred Dekker
157370,John Krokidas
177945,Hirokazu Koreeda
307479,April Mullen
12596,Mike Newell
57210,Tim McCanlies
12600,Kunihiko Yuyama
12600,Jim Malone
12600,Kunihiko Yuyama
12600,Jim Malone
12600,Kunihiko Yuyama
12600,Jim Malone
12600,Kunihiko Yuyama
12600,Jim Malone
77495,Jaume Balagueró
6644,Howard Hawks
401513,Fyodor Bondarchuk
12617,David Miller
11205,Sammo Hung
11497,Gary Goldman
11497,Don Bluth
11497,Dan Kuenster
9072,Keenen Ivory Wayans
84332,Colin Trevorrow
10651,Buddy Van Horn
10489,Lewis Teague
10314,Robert Iscove
133694,Gus Van Sant
13855,Na Hong-jin
14577,Bob Saget
17908,Jay Russell
9788,Steve Pink
22267,Ang Lee
58884,Mark Ruffalo
10016,John Carpenter
41963,Bob Swaim
167733,Maclain Nelson
167733,Matt Jespersen
27995,Spike Lee
18988,Anthony Harvey
10568,Zoltan Korda
10466,Richard Benjamin
2771,Shari Springer Berman
2771,Robert Pulcini
31723,Sebastian Gutierrez
3111,George Cukor
32627,John Huston
7874,Craig Brewer
80,Richard Linklater
43550,Julian Kemp
11495,Mark L. Lester
33517,Wim Wenders
33517,Michelangelo Antonioni
8052,Paul Thomas Anderson
209276,David Mackenzie
14247,P.J. Pesce
284689,James Kent
2119,Tony Scott
323372,Hector Hernández Vicens
26261,Michael Ritchie
9043,Thomas Bezucha
32636,Louis Malle
40662,Brandon Vietti
35854,Wilson Yip
112198,Alexandre de La Patellière
112198,Matthieu Delaporte
10355,Kang Je-gyu
17336,Dito Montiel
12254,Diarmuid Lawrence
169607,Charlie Siskel
169607,John Maloof
28308,Jonas McCord
245906,Peter Bogdanovich
19126,Mark Rydell
14011,Dave Bullock
31546,Michael Corrente
44037,Griff Furst
79224,Kim Han-min
26278,Val Guest
12165,Guillermo Arriaga
101998,Laurent Cantet
11092,Alan J. Pakula
9070,Bryan Spicer
15655,Jun Falkenstein
55580,Tinto Brass
9490,Tamra Davis
270221,Riccardo Paoletti
103370,Tyler Perry
15267,Kevin Reynolds
46665,Pascal Franchot 
81393,James Hayman
13754,Michael Arias
916,Peter Yates
9895,Barry Levinson
9574,Les Mayfield
364116,Johannes Roberts
364116,Johannes Roberts
28053,Raymond De Felitta
13576,Kenny Ortega
7300,Michael Hoffman
79218,Karen Disher
3635,Peter Webber
276905,Trevor Wall
276905,Trevor Wall
27585,John Cameron Mitchell
19086,Aaron Norris
18357,Peter Hastings
14698,Joseph L. Mankiewicz
52454,Christopher Ray
18995,Rudolph Maté
22051,Max Mayer
7461,Pete Travis
14195,John Waters
48340,Alister Grierson
22907,John Luessenhop
