movie_id,person_id,name,character
96159,72118,Anil Kapoor,Charandas
96159,86555,Amrita Singh,Chameli
96159,86510,Amjad Khan,Adv. Harish
96159,600251,Om Prakash,Ustad Mastram Pahelwan
96159,587092,Bharati Achrekar,"Champa, Chameli's Mother"
96159,110199,Annu Kapoor,Chhadam Lal / Chhadami
96159,601881,Ram Sethi,Nathulal
96159,35816,Jayshree T.,"Gulabo, Nathulal's Wife"
96159,1108794,Shail Chaturvedi,"Lachchuram Kaphanchi, Makhkhan's Father"
96159,141703,Rupini,"Anita, Chameli's Friend"
85013,1212003,Ricky Paull Goldin,Dirt
85013,1172,Dennis Holahan,Aric
85013,158833,Sydney Penny,Robyn
85013,192821,Rosie Marcel,Tavy
78,3,Harrison Ford,Rick Deckard
78,585,Rutger Hauer,Roy Batty
78,586,Sean Young,Rachael
78,587,Edward James Olmos,Gaff
78,588,M. Emmet Walsh,Bryant
78,589,Daryl Hannah,Pris
78,590,William Sanderson,J.F. Sebastian
78,591,Brion James,Leon Kowalski
78,592,Joe Turkel,Eldon Tyrell
78,593,Joanna Cassidy,Zhora
10567,61962,D. B. Sweeney,Aladar (voice)
10567,1981,Alfre Woodard,Plio (voice)
10567,15531,Ossie Davis,Yar (voice)
10567,7133,Max Casella,Zini (voice)
10567,17265,Hayden Panettiere,Suri (voice)
10567,67392,Samuel E. Wright,Kron (voice)
10567,25654,Julianna Margulies,Neera (voice)
10567,154693,Peter Siragusa,Bruton (voice)
10567,23709,Joan Plowright,Baylene (voice)
10567,56950,Della Reese,Eema (voice)
25,134,Jamie Foxx,Staff Sgt. Sykes
25,131,Jake Gyllenhaal,Anthony Swofford
25,132,Scott MacDonald,D.I. Fitch
25,155,Lucas Black,Kruger
25,133,Peter Sarsgaard,Alan Troy
25,10964,Laz Alonso,Ramon Escobar
25,2955,Chris Cooper,Lt. Col. Kazinski
25,49271,Brian Geraghty,Fergus O'Donnell
25,150194,Damion Poitier,Poitier
25,17697,John Krasinski,Corporal Harrigan
7511,5367,Zach Braff,Michael
7511,6857,Jacinda Barrett,Jenna
7511,1893,Casey Affleck,Chris
7511,52783,Rachel Bilson,Kim
7511,51381,Michael Weston,Izzy
7511,29020,Eric Christian Olsen,Kenny
7511,6407,Marley Shelton,Arianna
7511,52394,Lauren Lee Smith,Lisa
7511,1524,Harold Ramis,Professor Bowler
7511,10401,Blythe Danner,Anna
69668,8784,Daniel Craig,Will Atenton
69668,3489,Naomi Watts,Ann Patterson
69668,3293,Rachel Weisz,Libby Atenton
69668,20982,Marton Csokas,Jack Patterson
69668,13550,Elias Koteas,Boyce
69668,967376,Taylor Geare,Trish
69668,973135,Claire Geare,Dee Dee
69668,1001947,Rachel G. Fox,Chloe Patterson
69668,13724,Jane Alexander,Dr. Greeley
69668,56618,Brian Murray,Dr. Medlin
10549,11181,Kenneth Branagh,Prince Hamlet
10549,937,Derek Jacobi,King Claudius
10549,1666,Julie Christie,Gertrude
10549,29859,Richard Briers,Polonius
10549,204,Kate Winslet,Ophelia
10549,32357,Nicholas Farrell,Horatio
10549,17483,Michael Maloney,Laertes
10549,17328,Rufus Sewell,Fortinbras
10549,2157,Robin Williams,Osric
10549,16927,Gérard Depardieu,Reynaldo
2009,20699,Anamaria Marinca,Otilia
2009,20698,Laura Vasiliu,Gabita
2009,39959,Vlad Ivanov,Domnu' Bebe
2009,39960,Alexandru Potocean,Adi
2009,39961,Luminița Gheorghiu,Doamna Radu
2009,39962,Adi Carauleanu,Dr. Radu
2009,122784,Liliana Mocanu,Unireal Hotel receptionist
2009,145241,Doru Ana,Benzanirul
2009,85227,Ion Sapdaru,Dr. Rusu
2009,983490,Cerasela Iosifescu,Receptionist Tineretului
18070,23880,Steven Seagal,Jonathan Cold
18070,46917,Tamara Davies,Agent Amanda Stuart
18070,95638,John Pyper-Ferguson,James Donovan
18070,95639,Julian Stone,Michael Donovan
18070,95640,Nicholas Davidoff,Nicholi
18070,95641,Roman Varshavsky,Fedor
18070,95642,Noa Hegesh,Julia
18070,93719,Warren Derosa,Sergey
18070,95643,Angela Gots,Stazi
18070,49327,Don Franklin,Max Pierson
246080,9642,Jude Law,Captain Robinson
246080,1220189,Karl Davies,Liam
246080,66431,Jodie Whittaker,Chrissy
246080,1221066,Daniel Ryan,Kurston
246080,59233,Scoot McNairy,Daniels
246080,10920,Tobias Menzies,Lewis
246080,17078,Michael Smiley,Reynolds
246080,59081,David Threlfall,Peters
246080,77335,Ben Mendelsohn,Fraser
246080,23440,Konstantin Khabenskiy,Blackie
9689,1243,Woody Allen,Val
9689,3267,George Hamilton,Ed
9689,4939,Téa Leoni,Ellie
9689,23959,Debra Messing,Lori
9689,21958,Mark Rydell,Al
9689,4515,Treat Williams,Hal
9689,1986,Peter Gerety,Psychiatrist
9689,57514,Erica Leerhsen,Actress
9689,100771,Jodie Markell,
9689,56696,Isaac Mizrahi,
9967,193,Gene Hackman,Col. Cal Rhodes
9967,10430,Fred Ward,Wilkes
9967,2493,Robert Stack,MacGregor
9967,723,Patrick Swayze,Kevin Scott
9967,27540,Harold Sylvester,Johnson
9967,5177,Randall 'Tex' Cobb,Sailor
9967,29712,Tim Thomerson,Charts
9967,21484,Todd Allen,Frank Rhodes
9967,61144,Reb Brown,Blaster
9967,61145,Alice Lau Nga-Lai ,Lai Fun
10238,7569,Harriet Andersson,Agnes
10238,8742,Ingrid Thulin,Karin
10238,67521,Kari Sylwan,Anna
10238,11916,Liv Ullmann,Maria
10238,38127,Erland Josephson,David
10238,4456,Henning Moritzen,Joakim
10238,572207,Georg Årlin,Fredrik
10238,6648,Ingmar Bergman,Narrator (voice)
14745,58754,Haley Bennett,Molly Hartley
14745,4177,Jake Weber,Robert Hartley
14745,60899,Chace Crawford,Joseph Young
14745,82663,Shannon Woodward,Leah
14745,59217,Shanna Collins,Alexis
14745,82662,AnnaLynne McCord,Suzie Woods
14745,65760,Marin Hinkle,Jane Hartley
14745,42133,Nina Siemaszko,Dr. Emerson
14745,40039,Josh Stewart,Mr. Draper
14745,84698,Jessica Lowndes,Laurel
104755,21319,Sheri Moon Zombie,Heidi Hawthrone
104755,52374,Bruce Davison,Francis Matthias
104755,59673,Jeff Daniel Phillips,Herman Whitey Salvador
104755,41234,Judy Geeson,Lacy Doyle
104755,41229,Meg Foster,Margaret Morgan
104755,13475,Patricia Quinn,Megan
104755,15070,Ken Foree,Herman Jackson
104755,62001,Dee Wallace,Sonny
104755,2051,María Conchita Alonso,Alice Matthias
104755,65748,Richard Fancy,AJ Kennedy
6538,31,Tom Hanks,Charlie Wilson
6538,1233,Philip Seymour Hoffman,Gust Avrakotos
6538,1204,Julia Roberts,Joanne Herring
6538,9273,Amy Adams,Bonnie Bach
6538,11851,Om Puri,President Zia
6538,50346,Shiri Appleby,Charlies Engel
6538,21134,John Slattery,Cravely
6538,50347,Rachel Nichols,Charlies Engel
6538,18917,Erick Avari,Avi Perlman
6538,42515,Cyia Batten,Stacey
10127,35091,Scott Grimes,Brad Brown
10127,157054,Liane Curtis,Megan Morgan
10127,12852,Barry Corbin,Harv
10127,35092,Don Keith Opper,Charlie McFadden
10127,7401,Lin Shaye,Sally
10127,42362,Eddie Deezen,Hungry Heifer Manager
10127,19260,Terrence Mann,Ug
10127,63902,Roxanne Kernohan,Lee
10127,36221,Sam Anderson,Mr. Morgan
10127,79496,Douglas Rowe,Quigley
11347,18191,Amanda Donohoe,Lady Sylvia Marsh
11347,3291,Hugh Grant,Lord James D'Ampton
11347,69098,Catherine Oxenberg,Eve Trent
11347,12982,Peter Capaldi,Angus Flint
11347,3122,Sammi Davis,Mary Trent
11347,9142,Paul Brooke,Erny
11347,1239887,Chris Pitt,Kevin
11347,32161,Stratford Johns,Peters
11347,53488,Imogen Claire,Dorothy Trent
11347,93325,Christopher Gable,Joe Trent
15050,4690,Christopher Walken,Michael Brace
15050,2769,Natalie Wood,Karen Brace
15050,7071,Louise Fletcher,Lillian Reynolds
15050,19153,Cliff Robertson,Alex Terson
15050,69345,Jason Lively,Chris Brace
15050,124131,Alan Fudge,Robert Jenkins
15050,200728,Jordan Christopher,Gordy Forbes
15050,14854,Donald Hotton,Landan Marks
15050,52144,Lana Clarkson,Food Fantasy Girl
9367,20498,Carlos Gallardo,El Mariachi
9367,57470,Jaime de Hoyos,Bigotón
9367,57471,Peter Marquardt,Mauricio (Moco)
9367,1192733,Reinol Martinez,Azul
9367,1192734,Ramiro Gomez,Cantinero
9367,1293343,Consuelo Gómez,Domino
9367,1066358,Juan García,Moco's Men
9941,1733,Nick Nolte,Jerry Baskin
9941,73931,Bette Midler,Barbara Whiteman
9941,3037,Richard Dreyfuss,David 'Dave' Whiteman
9941,7430,Elizabeth Peña,Carmen
9941,22865,Little Richard,Orvis Goodnight
9941,60698,Tracy Nelson,Jenny Whiteman
9941,88519,Evan Richards,Max Whiteman
2057,11701,Angelina Jolie,Julia Russell/Bonnie Castle
2057,3131,Antonio Banderas,Luis Antonio Vargas
2057,21142,Gregory Itzin,Colonel Worth
2057,12536,Jack Thompson,Alan Jordan
2057,21143,Allison Mackie,Augusta Jordan
2057,21144,Joan Pringle,Sara
2057,21145,Cordelia Richards,Emily Russel
2057,11155,Thomas Jane,Walter Downs/Billy/Mephisto
2057,21166,James Haven,"Faust, On Stage"
2057,23873,Lisa Owen,Margareta - Stage
11231,23915,Pat Morita,Sgt. Kesuke Miyagi
11231,448,Hilary Swank,Julie Pierce
11231,11086,Michael Ironside,Colonel Dugan
11231,20276,Constance Towers,Louisa Pierce
11231,227199,Chris Conrad,Eric McGowen
11231,1080062,Arsenio 'Sonny' Trinidad,Abbot
11231,112150,Michael Cavalieri,Ned
11231,27740,Walton Goggins,Charlie
11231,1217015,Jim Ishida,Tall Monk
11231,129463,Rodney Kageyama,Monk
354216,58019,Ethan Embry,Jesse
354216,50346,Shiri Appleby,Astrid
354216,1087747,Kiara Glasco,Zooey
354216,3201,Pruitt Taylor Vince,Ray
354216,1496554,Oryan West,Deputy Hernandez
354216,2221,Leland Orser,TV Preacher
354216,34842,Tony Amendola,Leonard
354216,197857,Craig Nigh,Realtor
354216,994259,Marco Perella,Sgt. Investigator Davis
354216,1141380,Mylinda Royer,Deputy Winnie
354216,58019,Ethan Embry,Jesse
354216,50346,Shiri Appleby,Astrid
354216,1087747,Kiara Glasco,Zooey
354216,3201,Pruitt Taylor Vince,Ray
354216,1496554,Oryan West,Deputy Hernandez
354216,2221,Leland Orser,TV Preacher
354216,34842,Tony Amendola,Leonard
354216,197857,Craig Nigh,Realtor
354216,994259,Marco Perella,Sgt. Investigator Davis
354216,1141380,Mylinda Royer,Deputy Winnie
2007,4038,Susan Sarandon,Michaela Odone
2007,1733,Nick Nolte,Augusto Odone
2007,14501,Peter Ustinov,Professor Nikolais
2007,20631,Ann Hearn,Loretta Muscatine
2007,20632,Maduka Steady,Omuori
2007,20633,Aaron Jackson,Francesco Odone
2007,350,Laura Linney,Young Teacher
71254,2231,Samuel L. Jackson,Logan
71254,34502,Kellan Lutz,David Lord
71254,109156,Katia Winter,Milla
71254,21798,Johnny Messner,Kaden
71254,1736,James Remar,Tall Man
71254,19961,Nina Dobrev,Lori Lord
71254,18307,Daniel Dae Kim,Taiga
71254,144842,Marcelle Baer,Ashley
71254,1329559,Amy Le,Akiko
71254,17412,Lauren Shiohama,Kawaii
3981,9994,Helen Hunt,Darcy McGuire
3981,2461,Mel Gibson,Nick Marshall
3981,3141,Marisa Tomei,Lola
3981,34485,Lauren Holly,Gigi
3981,11365,Mark Feuerstein,Morgan Farwell
3981,21278,Alan Alda,Dan Wanamaker
3981,34486,Ashley Johnson,Alexandra Marshall
3981,34487,Delta Burke,Eve
3981,34488,Diana Maria Riva,Stella
3981,34489,Eric Balfour,Cameron
263109,224354,Justin Fletcher,Shaun / Timmy (voice)
263109,41379,Omid Djalili,Trumper (voice)
263109,1043416,Richard Webber,Shirley (voice)
263109,124557,Kate Harbour,Timmy's Mum / Meryl (voice)
263109,1355962,Tim Hands,Slip (voice)
263109,155527,Simon Greenall,Twins (voice)
263109,22810,Andy Nyman,Nuts (voice)
263109,185065,Emma Tate,Hazel (voice)
263109,1502401,Jack Paulson,Celebrity with Hair Trouble (voice)
263109,1267131,Sean Connolly,Maitre D / Golfer / Stylists / Angry Panto Horse / Hospital Characters (voice)
6073,287,Brad Pitt,Jerry Welbach
6073,1204,Julia Roberts,Samantha Barzel
6073,4691,James Gandolfini,Winston Baldry
6073,18999,J.K. Simmons,Ted Slocum
6073,193,Gene Hackman,Arnold Margolese
6073,12438,Bob Balaban,Bernie Nayman
6073,49827,Michael Cerveris,Frank
6073,157609,Richard Coca,Car Thief #1
6073,38582,David Krumholtz,Beck
6073,3979,Castulo Guerra,Joe the Pawnshop Owner
25670,20501,Joel McCrea,John Jones
25670,41245,Laraine Day,Carol Fisher
25670,2435,Herbert Marshall,Stephen Fisher
25670,3361,George Sanders,ffollliott
25670,29137,Albert Bassermann,Van Meer
25670,94433,Robert Benchley,Stebbins
25670,22600,Edmund Gwenn,Rowley
25670,16761,Eduardo Ciannelli,Mr. Krug
25670,11502,Harry Davenport,Mr. Powers
25670,29142,Martin Kosleck,Tramp
2123,206,Jim Carrey,Off. Charlie Baileygates/Hank Evans
2123,9137,Renée Zellweger,Irene P. Waters
2123,18471,Anthony Anderson,Jamaal Baileygates
2123,5694,Robert Forster,Colonel Partington
2123,28633,Richard Jenkins,Agent Boshane
2123,60672,Zen Gesner,Agent Peterson
2123,21802,Mongo Brownlee,Lee Harvey Baileygates
2123,21804,Jerod Mixon,Shante Jr. Bailreygates
2123,2955,Chris Cooper,Lieutenant Gerke
2123,184180,Cam Neely,Trooper Sea Bass
12834,4038,Susan Sarandon,Daisy Kincaid
12834,3037,Richard Dreyfuss,Pug Rothbaum
12834,41292,Keri Russell,Janet
12834,15091,Melanie Lynskey,Colleen
12834,819,Edward Norton,Bill Kincaid / Brady Kincaid
12834,139310,Lucy DeVito,Anne Greenstein
12834,138613,Kent Jude Bernard,Philosophy Student
12834,80989,Amelia Campbell,Maggie Harmon
12834,1462,Tim Blake Nelson,Bolger
12834,215887,Randal Reeder,Shaver
82881,16855,Mandy Moore,Rapunzel (voice)
82881,69899,Zachary Levi,Flynn Rider (voice)
82881,52760,Alan Dale,Priest (voice)
82881,1219029,Paul F. Tompkins,Short Thug (voice)
82881,116315,Kari Wahlgren,Queen (voice)
82881,649103,Mark Allan Stewart,Dove Caller (voice)
82881,76595,Byron Howard,Lantern Wrangler / Chef (voice)
82881,121830,Nathan Greno,Maximus / Guard / Stabbington Brothers (voice)
82881,159720,Matt Nolan,Frying Pan Caller (voice)
82881,65715,Robert Bagnell,Additional Voices
281007,1339701,Steffen Rothschild,Peter Fagerlund
281007,1082870,Anne-Lise Tangstad,Tante Linn
281007,226184,Kaare Kroppan,Onkel Kristen
281007,1339702,Grethe Ryen,Cathrine
281007,1339703,Carina Ruude,Gerd
12416,4458,Paprika Steen,"Ulla Harms, Vikaren"
12416,4455,Ulrich Thomsen,Jesper
12416,72222,Jonas Wandschneider,Carl
12416,1159262,Emma Juel Justesen,Rikke
12416,1017,Sonja Richter,Maria
12416,72223,Nikolaj Falkenberg-Klok,Philipp
12416,1159275,Olivia Stenderup Garre,Sofie
12416,6125,Henrik Prip,Psykolog Claus
12416,1564,Sofie Gråbøl,Carls Mor
12416,1159266,Mollie Maria Gilmartin,Lotte
4597,31132,Columbus Short,Ty Hackett
4597,2975,Laurence Fishburne,Baines
4597,22108,Skeet Ulrich,Dobbs
4597,17341,Amaury Nolasco,Palmer
4597,2876,Matt Dillon,Mike Cochrane
4597,1003,Jean Reno,Quinn
4597,10430,Fred Ward,Duncan Ashcroft
4597,16501,Milo Ventimiglia,Eckehart
4597,1115002,Andre Kinney,Jimmy Hackett
4597,65699,Andrew Fiscella,Dispatcher #1
2310,5538,Ray Winstone,Beowulf / Golden Man / Dragon
2310,11701,Angelina Jolie,Grendel's Mother
2310,4173,Anthony Hopkins,Hrothgar
2310,32,Robin Wright,Wealthow
2310,6949,John Malkovich,Unferth
2310,2039,Brendan Gleeson,Wiglaf
2310,1064,Crispin Glover,Grendel
2310,8291,Alison Lohman,Ursula
2310,4031,Greg Ellis,Garmund
2310,23789,Sebastian Roché,Wulfgar
10806,8945,Kevin Kline,Howard Brackett
10806,3234,Joan Cusack,Emily Montgomery
10806,15112,Tom Selleck,Peter Malloy
10806,2876,Matt Dillon,Cameron Drake
10806,8857,Debbie Reynolds,Berniece Brackett
10806,11065,Wilford Brimley,Frank Brackett
10806,64930,Bob Newhart,Tom Halliwell
10806,24360,Gregory Jbara,Walter Brackett
10806,92857,Shalom Harlow,Sonya
10806,52647,Shawn Hatosy,Jack
257346,186341,Miyuki Sawashiro,Natasha Romanoff / Black Widow (voice)
257346,1681,Tesshou Genda,Frank Castle / The Punisher (voice)
257346,224454,Hideaki Tezuka,Nick Fury (voice)
257346,89832,Hiroki Touchi,Elihas Starr (voice)
257346,126690,Ryuuzaburou Ootomo,Cain (voice)
257346,228234,Junko Minagawa,Maria Hill (voice)
257346,110665,Daisuke Namikawa,Amadeus Cho (voice)
257346,222339,Masashi Sugawara,Orion (voice)
257346,1694239,Yuuichi Karasuma,The Hulk (voice)
257346,1694240,Hisashi Izumi,Ren (voice)
9410,12052,Gwyneth Paltrow,Estella
9410,569,Ethan Hawke,Finnegan Bell
9410,2955,Chris Cooper,Uncle Joe
9410,10774,Anne Bancroft,Ms. Nora Dinsmoor
9410,380,Robert De Niro,Character
9410,5587,Hank Azaria,Walter Plane
9410,33489,Josh Mostel,Jerry Ragno
9410,21165,Kim Dickens,Maggie
9410,13476,Nell Campbell,Erica Thall
9410,32458,Gabriel Mann,Owen
13696,5788,James Cagney,Rocky Sullivan
13696,3155,Pat O’Brien,Jerry Connolly
13696,4110,Humphrey Bogart,James Frazier
13696,80994,Ann Sheridan,Laury Ferguson
13696,13555,George Bancroft,Mac Keefer
13696,95294,The 'Dead End' Kids,The 'Dead End' Kids
13696,95296,Billy Halop,Soapy
13696,89990,Bobby Jordan,Swing
13696,89989,Leo Gorcey,Bim
13696,89750,Gabriel Dell,Pasty
31417,24476,Pierre Brasseur,Doctor Génessier
31417,15385,Alida Valli,Louise
31417,27980,Edith Scob,Christiane Génessier
31417,128484,François Guérin,Jacques Vernon
31417,24300,Juliette Mayniel,Edna Gruber
31417,36212,Alexandre Rignault,Inspector Parot
31417,37129,Béatrice Altariba,Paulette Mérodon
31417,133190,Charles Blavette,l'homme de la fourrière
31417,1958,Claude Brasseur,un inspecteur
31417,173841,Michel Etcheverry,le docteur Lherminier
9022,55085,Amber Heard,Mandy Lane
9022,56675,Anson Mount,Garth
9022,56676,Michael Welch,Emmet
9022,56677,Whitney Able,Chloe
9022,56679,Edwin Hodge,Bird
9022,43373,Aaron Himelstein,Red
9022,56680,Luke Grimes,Jake
9022,56681,Melissa Price,Marlin
9022,56682,Adam Powell,Dylan
9022,56684,Peyton Hayslip,Aunt Jo
60170,136532,Matt Smith,Christopher Isherwood
60170,13014,Toby Jones,Gerald Hamilton
60170,17606,Imogen Poots,Jean Ross
60170,30083,Lindsay Duncan,Kathleen Isherwood
60170,94958,Iddo Goldberg,Wilfrid Landauer
60170,230679,Issy van Randwyck,Fraulein Thurau
60170,230680,Douglas Booth,Heinz Neddermayer
60170,230681,Pip Carter,Wystan Auden
60170,52639,Tom Wlaschiha,Gerhardt Neddermayer
60170,230682,Perry Milward,Richard Isherwood
59678,11109,Nick Frost,Ron
59678,66431,Jodie Whittaker,Sam
59678,236695,John Boyega,Moses
59678,103351,Luke Treadaway,Brewis
59678,176188,Flaminia Cinque,Italian Woman
59678,236696,Terry Notary,The Creature
59678,127005,Chris Wilson,Arresting Police Officer
59678,29406,Joey Ansah,Policeman 1
59678,82738,Adam Leese,Policeman 2
59678,236697,Paige Meade,Dimples
8416,1352,Jean-Louis Trintignant,Marcello Clerici
8416,34027,Stefania Sandrelli,Giulia
8416,3281,Gastone Moschin,Manganiello
8416,24590,Dominique Sanda,Anna Quadri
8416,55757,Enzo Tarascio,Professor Quadri
8416,33471,Fosco Giachetti,Il colonnello
8416,25815,José Quaglio,Italo
8416,17577,Pierre Clémenti,Lino
8416,55758,Yvonne Sanson,Madre di Giulia
11615,1979,Kevin Spacey,David Gale
11615,204,Kate Winslet,Bitsey Bloom
11615,350,Laura Linney,Constance Hallaway
11615,32458,Gabriel Mann,Zack Stemmons
11615,25702,Rhona Mitra,Berlin
11615,13525,Matt Craven,Dusty Wright
11615,55536,Melissa McCarthy,Nico the Goth Girl
11615,7574,Cleo King,Barbara Kreuster
11615,583836,Lee Ritchey,Joe Mullarkey
11615,98307,Brandy Little,Motel Waitress
445993,237740,Mike Mizanin,Jake Carter
445993,290112,Anna Van Hooft,Zoe Williams
445993,1656659,Maryse Ouellet Mizanin,Ana
445993,113930,Sandy Robson,Vincent
445993,1201529,Trinity Fatu,Murphy
791,11824,Tom Welling,Nick Castle
791,11825,Maggie Grace,Elizabeth Williams
791,11826,Selma Blair,Stevie Wayne
791,11827,DeRay Davis,Spooner
791,6074,Kenneth Welsh,Tom Malone
791,11828,Adrian Hough,Father Robert Malone
791,11829,Sara Botsford,Kathy Williams
791,11830,Cole Heppell,Andy Wayne
791,11831,Mary Black,Aunt Connie
791,11832,Jonathon Young,Dan The Weatherman
9932,380,Robert De Niro,Paul Vitti
9932,7904,Billy Crystal,Dr. Ben Sobel
9932,14406,Lisa Kudrow,Laura Sobel
9932,60023,Joe Viterelli,Jelly
9932,14702,Cathy Moriarty,Patti LoPresti
9932,943751,Donna Marie Recco,Sheila
9932,162149,Kyle Sabihy,Michael Sobel
9932,17923,Frank Pietrangolare,Tuna
9932,171375,Jerome Le Page,Convict
9932,1129795,Annika Pergament,Newscaster (voice)
277154,43643,Frank Lammers,Michiel de Ruyter
277154,1390085,Sanne Langelaar,Anna de Ruyter
277154,585,Rutger Hauer,Maarten Tromp
277154,73507,Aurélie Meriel,Louise
277154,4391,Charles Dance,King Charles II
277154,44366,Filip Peeters,Duquense
277154,9128,Derek de Lint,Johan Kievit
277154,116202,Barry Atsma,Johan de Witt
277154,6367,Daniel Brocklebank,Lord Chancellor
277154,43646,Tygo Gernandt,Jozef van Ghent
7183,4587,Halle Berry,Rowena Price
7183,62,Bruce Willis,Harrison Hill
7183,1771,Giovanni Ribisi,Miles Haley
7183,4255,Richard Portnow,Narron
7183,40276,Gary Dourdan,Cameron
7183,52002,Florencia Lozano,Lt. Tejada
7183,42374,Nicki Aycox,Grace
7183,52003,Kathleen Chalfant,Elizabeth Clayton
7183,37152,Gordon MacDonald,Senator Sachs
7183,1173535,Daniella van Graas,Josie
11619,6968,Hugh Jackman,Roddy
11619,204,Kate Winslet,Rita
11619,1327,Ian McKellen,The Toad
11619,1003,Jean Reno,Le Frog
11619,2440,Bill Nighy,Whitey
11619,1333,Andy Serkis,Spike
11619,215823,Shane Richie,Sid
11619,37759,Kathy Burke,Rita's Mum
11619,20277,David Suchet,Rita's Dad
11619,6199,Miriam Margolyes,Rita's Grandma
117974,182327,Alice Lowe,Tina
117974,219367,Steve Oram,Chris
117974,192838,Eileen Davies,Carol
117974,1828259,Roger Michael,Tram Conductor
117974,147255,Tony Way,Crich Tourist
117974,122994,Seamus O'Neill,Mr. Grant
117974,229606,Monica Dolan,Janice
117974,28477,Jonathan Aris,Ian
117974,122280,Aymen Hamdouchi,Chalid Sulinan
117974,1473776,Tom Meeten,Head Shaman
85545,1137,Juliette Binoche,Anne
85545,123989,Anaïs Demoustier,Charlotte
85545,908548,Joanna Kulig,Alicja
85545,230401,Louis-Do de Lencquesaing,Patrick
85545,2807,Krystyna Janda,Mutter
85545,82313,Andrzej Chyra,Sadist client
85545,939100,Ali Marhyar,Saïd
85545,78124,François Civil,Florent
85545,1184808,Jean-Marie Binoche,Le père d'Anne
85545,1184809,Pablo Beugnet,Stéphane
75595,36594,Juno Temple,Lily Hobart
75595,38703,Kay Panabaker,Alison Hoffman
75595,59219,Kyle Gallner,Jesse MacNamara
75595,2203,Neal McDonough,Hogan
75595,41087,Leslie Mann,Margaret Hobart
75595,7517,Kate Bosworth,Bonnie Muller
75595,37204,David Warshofsky,Joseph Hoffman
75595,587438,Chris Coy,David Riley
75595,62911,JR Bourne,John
75595,88950,Joel McKinnon Miller,Michael White
117251,38673,Channing Tatum,Cale
117251,134,Jamie Foxx,President James Sawyer
117251,125025,Joey King,Emily
117251,1579,Maggie Gyllenhaal,Finnerty
117251,28633,Richard Jenkins,Raphelson
117251,4512,James Woods,Walker
117251,73609,Nicolas Wright,Donnie the Guide
117251,22125,Jimmi Simpson,Tyler
117251,4776,Michael Murphy,Vice President Hammond
117251,58168,Rachelle Lefevre,Melanie
12620,1772,Anna Faris,Shelley
12620,54693,Emma Stone,Natalie
12620,52852,Kat Dennings,Mona
12620,77088,Katharine McPhee,Harmony
12620,20848,Rumer Willis,Joanne
12620,31309,Hugh M. Hefner,Hugh Hefner
12620,4443,Christopher McDonald,Dean Simmons
12620,821,Beverly D'Angelo,Mrs. Hagstrom
12620,74046,Kiely Williams,Lilly
12620,74047,Tyson Ritter,Colby
847,11184,Warwick Davis,Willow Ufgood
847,5576,Val Kilmer,Madmartigan
847,12656,Joanne Whalley,Sorsha
847,12657,Jean Marsh,Queen Bavmorda
847,12658,Patricia Hayes,Fin Raziel
847,12659,Billy Barty,High Aldwin
847,10942,Pat Roach,General Kael
847,12660,Gavin O'Herlihy,Airk Thaughbaer
847,12661,David Steinberg,Meegosh
847,12662,Phil Fondacaro,Vohnkar
8845,23880,Steven Seagal,Casey Ryback
8845,2176,Tommy Lee Jones,William Stranix
8845,2048,Gary Busey,Commander Krill
8845,23764,Эрика Элениак,Jordan Tate
8845,54123,Патрик О’Нил,Capt. Adams
8845,58646,Дэмиан Чапа,Tackman
8845,65334,Michael Des Barres,Domiani
8845,32289,Andy Romano,Adm. Bates
8845,17782,Colm Meaney,Doumer
8845,49877,Nick Mancuso,Tom Breaker
22230,7132,Vincent D'Onofrio,Sam Deed
22230,3141,Marisa Tomei,Ruby Weaver
22230,167604,Nadia Dajani,Gretchen
22230,11318,Holland Taylor,"Therapist, Maggie Ann ""Meg"" Ford"
22230,41640,Tovah Feldshuh,Lillian Weaver
22230,6432,Sean Gullette,Mark
22230,223797,Bronson Dudley,Victor
22230,208833,Sanjay Chandani,Sunil
22230,20047,Cara Buono,Bette
22230,54240,Tamara Jenkins,Robin
7555,16483,Sylvester Stallone,John Rambo
7555,35551,Julie Benz,Sarah
7555,12793,Matthew Marsden,School Boy
7555,52946,Reynaldo Gallegos,Diaz
7555,52409,Jake La Botz,Reese
7555,52947,Tim Kang,En-Joo
7555,52948,Aung Aay Noi,Lt. Aye
7555,36189,Paul Schulze,Michael Burnett
7555,18328,Ken Howard,Arthur Marsh
7555,95047,Graham McTavish,Lewis
389995,81012,Adrián Suar,Fabián Brandon
389995,69311,Valeria Bertuccelli,Florencia Córmik
389995,932925,Gerardo Romano,Leika
389995,1041575,Norman Briski,Groisman
389995,1346503,Alan Sabbagh,Gonzalo
389995,1360729,Marina Bellati,Cecilia
325133,19274,Seth Rogen,Mac Radner
325133,9827,Rose Byrne,Kelly Radner
325133,29222,Zac Efron,Teddy Sanders
325133,56734,Chloë Grace Moretz,Shelby
325133,1253355,Kiersey Clemons,Beth
325133,54697,Dave Franco,Pete Regazolli
325133,198150,Ike Barinholtz,Jimmy Blevins
325133,54708,Carla Gallo,Paula Faldt
325133,54691,Christopher Mintz-Plasse,Scoonie Schofield
325133,1496393,Beanie Feldstein,Nora
126277,27136,Katharine Isabelle,Mary Mason
126277,119219,Julia Maxwell,Tessa
126277,96555,Antonio Cupo,Billy
126277,1083260,Tristan Risk,Beatrice
